,branch_id,country,auditor_id,num_findings,severity_score,audit_score,compliance,audit_duration_days
1165,365,Spain,238,2,5,44.85064328009971,1,7.450556292426625
1166,315,France,50,6,8,36.25120333917534,1,1.9449493049478357
1167,112,Germany,123,9,1,55.84872900335615,0,15.463156124504053
1168,421,Germany,653,4,5,37.807016100094046,1,3.5626651945652688
1169,68,UK,528,3,1,39.63267984622111,1,1.4913191566407606
1170,437,US,731,5,10,21.953627216401554,1,4.008997090097596
1171,13,Germany,718,4,5,20.191082696741656,1,12.686871330765078
1172,101,China,519,8,10,37.87171425049581,1,13.769904503056656
1173,275,India,531,5,4,48.872663154475525,1,12.719076015533002
1174,363,India,806,5,6,53.59925589459238,0,1.0
1175,264,France,243,5,7,29.229738696700906,1,13.819794122383415
1176,352,China,190,6,1,48.33987222848267,1,1.0
1177,209,Germany,819,1,8,77.16291712214226,1,7.727520752648516
1178,197,US,761,8,1,53.718778381062066,0,3.7248111101472907
1179,380,UK,901,2,1,18.57178089960238,1,1.0
1180,100,US,89,7,1,48.66733686119684,1,4.8797533011074705
1181,385,US,342,4,2,47.64375274032379,1,1.8122634783471556
1182,253,Spain,836,1,1,50.24447569510084,1,26.510127870672143
1183,157,Germany,542,7,9,39.01475517424516,0,7.769827474456527
1184,389,China,799,3,4,64.66786856107962,1,4.710534410076037
1185,464,Germany,856,4,7,43.97708238396578,1,3.656723530750034
1186,230,France,134,4,5,73.20577699965928,1,4.447210868153125
1187,424,US,900,4,10,32.05249691572769,1,30.0
1188,150,UK,577,4,1,58.2515581459548,1,9.105293988761307
1189,30,Germany,585,9,4,44.039077955569816,1,16.699771721634356
1190,255,India,492,4,1,41.89560829400126,1,3.558186363072579
1191,19,India,976,3,2,51.70342453325647,1,15.593034154695312
1192,260,Germany,452,5,7,32.9867033333709,0,1.0
1193,148,China,708,1,2,73.6816036709219,1,3.2514740502133557
1194,362,UK,896,7,8,60.96806106084991,1,15.432164702259431
1195,74,China,22,7,9,69.89593739692016,0,6.469302085304511
1196,123,China,908,2,10,35.254014739374966,0,1.1821315578004492
1197,451,India,402,4,8,27.24987564777289,1,9.625165465154573
1198,214,Spain,611,4,1,69.11593199380596,0,11.961238893669032
1199,316,India,14,4,6,25.544327491274164,1,4.782757568439538
1200,229,France,365,4,6,57.95431765018766,1,6.706336001070316
1201,250,Germany,813,5,7,57.327270529756774,1,9.435931138398352
1202,93,China,981,6,9,49.15258079181752,1,1.0
1203,169,Germany,38,10,9,71.29421943239731,1,1.0
1204,40,France,9,4,6,50.72891823736103,0,3.5656022331984722
1205,188,France,627,1,4,24.687655090525592,1,6.117092782929247
1206,209,Germany,809,4,8,50.397333196369026,1,1.0
1207,179,India,688,4,9,15.918263674635512,1,1.13757319121778
1208,296,France,501,4,5,58.39584487402688,0,12.10902087012991
1209,59,France,835,1,7,50.51355820085176,0,1.290683775098673
1210,490,UK,525,5,7,54.53753553304784,0,18.0743238999622
1211,478,France,503,3,2,32.7990656571141,1,3.6157163135717596
1212,29,UK,846,4,5,47.87207700020952,1,8.395179618561109
1213,225,India,567,1,10,57.252825206012815,1,10.41694783830176
1214,94,US,135,6,6,43.22491198168055,1,14.680011966251683
1215,238,France,441,5,7,54.282245588137265,1,16.205018365349588
1216,165,China,793,4,7,31.002231121573484,1,1.0
1217,382,UK,486,6,1,73.36484932900741,1,11.352860807056423
1218,216,US,185,4,9,66.42123348169739,1,5.958110521278052
1219,272,France,15,6,8,53.21546995567462,0,14.350857527417839
1220,355,France,634,4,10,45.602667182434075,1,30.0
1221,167,Spain,486,5,8,39.857466052044686,1,1.467614392179505
1222,157,India,256,8,8,42.35641575624077,1,4.973144555052742
1223,65,Germany,676,4,10,51.65655057533861,0,10.061097345896052
1224,279,China,835,3,8,36.099641686984185,1,8.639568171456785
1225,200,Spain,502,5,5,52.08272970307255,0,7.8992165443572295
1226,384,India,872,3,10,23.618206895661046,0,6.4223108517904866
1227,87,France,675,2,3,67.18654120347031,0,8.26711503882494
1228,293,Spain,714,5,2,23.28623475243995,1,14.741764941051114
1229,367,Spain,261,5,3,76.20835095934669,0,2.2467207748109703
1230,447,France,972,3,2,53.647876036777504,0,1.0
1231,410,China,542,1,2,63.88627676102897,1,25.73566832489035
1232,217,Germany,116,6,7,48.34233630761582,1,1.3727954515534528
1233,345,China,361,0,3,61.53917257740718,1,11.067743403520065
1234,134,US,195,5,2,62.55132930022953,0,2.0549723258126438
1235,216,China,619,5,5,61.186074375544024,0,1.0
1236,463,France,690,7,10,27.41067314076457,0,5.114877330853105
1237,101,France,953,4,9,37.001778852528396,0,3.062271560302415
1238,297,UK,847,6,6,37.41757586419573,1,3.190673698736245
1239,401,US,334,6,8,32.88613755465758,1,1.749089855575369
1240,464,France,561,8,3,39.50095896491686,1,13.163002058580439
1241,368,Germany,299,2,3,44.75560666353275,1,7.599377887435383
1242,43,US,311,7,2,54.2385094683995,1,8.598994713968908
1243,110,China,320,5,2,39.12242144148868,1,1.0
1244,453,UK,749,5,4,54.67920690715149,0,5.595267129649389
1245,374,India,915,5,9,60.241418408484364,0,7.14734557365046
1246,403,US,539,5,2,62.353824434438515,1,6.656891580749356
1247,239,UK,759,4,4,31.230553591034845,1,3.5921180618082884
1248,278,France,216,3,9,53.91103118799018,0,19.201445510643808
1249,365,France,115,9,10,32.07689849600705,0,1.0
1250,395,US,240,8,4,75.1133051429722,1,11.65347596778103
1251,11,Germany,954,1,9,52.80335621021937,0,1.0
1252,417,Spain,232,4,8,63.370291706887045,0,4.533816144655917
1253,391,US,296,5,5,48.641573054974785,1,1.0
1254,119,China,765,4,3,43.09619979091804,1,1.0
1255,282,Spain,909,6,6,30.363920943064773,1,2.789569794556571
1256,48,France,788,2,4,53.556185037122184,1,16.116728259661585
1257,199,Germany,279,4,3,41.67563280458583,1,4.795194044517218
1258,239,China,913,7,10,44.20957318139301,1,3.631386155845755
1259,182,India,887,9,3,44.34610011322125,1,1.2247168554641936
1260,96,US,511,1,5,45.0650904436771,1,14.712989010199346
1261,356,Spain,801,6,9,69.12160964065905,1,8.109552586353363
1262,338,China,274,7,2,32.63539102779028,0,13.817117714649926
1263,87,US,36,8,3,38.439440969655,1,4.142045729314459
1264,405,US,743,1,9,33.48999255855604,1,12.734698215353522
1265,2,Germany,58,4,2,49.198783401038526,1,1.0
1266,264,Spain,105,8,6,34.309898889350215,1,1.1905449879842298
1267,266,France,94,9,1,49.669421444200495,0,1.5440360926022372
1268,261,France,2,6,8,49.71918451568465,1,1.0010810460726132
1269,294,France,35,6,9,65.89400527202757,1,1.0531528879063419
1270,422,UK,804,7,10,57.282664856522615,1,3.687227509929454
1271,100,UK,823,2,7,64.34530684616966,1,4.687148469782561
1272,449,India,659,3,5,59.361293050802026,1,1.0
1273,117,Germany,136,2,4,46.728245126260184,1,14.308261185851084
1274,59,Spain,754,5,6,48.05384977789458,0,2.176122790104249
1275,164,Spain,23,4,6,69.86085680353892,0,9.531440427884082
1276,389,India,43,8,1,29.60679247702592,0,3.271494800844584
1277,261,UK,386,3,10,48.81678038683683,1,8.821573210631984
1278,38,India,135,11,7,43.29015195532403,1,7.099730459928109
1279,163,UK,20,1,5,36.946965866164966,1,1.0
1280,88,UK,242,5,7,68.75996459671673,1,7.2167264344124655
1281,433,Germany,263,5,1,64.75118861299178,1,2.681582859125781
1282,207,China,755,7,9,33.60910529962025,1,8.48590387585773
1283,340,China,888,5,6,40.890432534481384,1,8.171393871466876
1284,370,US,639,5,8,55.243188342268205,1,1.8032587237553375
1285,265,US,184,6,5,51.82049070623948,1,2.689227083119061
1286,132,China,176,4,2,43.553709382152775,1,6.3540021948318826
1287,433,US,763,4,6,45.00331023941242,1,2.5903963122549594
1288,24,India,394,4,7,61.306025240840455,0,2.937035901436319
1289,94,Spain,310,3,6,21.20913850393504,1,1.1375166463071413
1290,386,China,848,4,1,37.34281837464471,1,6.447618993445236
1291,339,US,766,1,7,21.20769232411762,0,3.8894072438145453
1292,387,Germany,192,2,3,46.820588208338705,1,6.29823780528922
1293,77,UK,707,4,6,77.35915499003477,0,1.0
1294,267,Spain,295,3,3,45.868899615202366,0,20.420548258974506
1295,397,China,719,4,10,41.66882767897056,1,2.9774006817557104
1296,484,US,415,2,3,34.547261197036775,0,3.889903494069392
1297,81,UK,64,3,9,61.46506932308867,1,3.932924234958679
1298,154,Spain,830,1,8,49.658291895143634,1,30.0
1299,454,France,106,2,10,70.90038064977963,1,11.425304000238134
1300,175,Germany,360,5,8,47.09319164724654,1,2.878156472947953
1301,98,Germany,299,4,8,64.54072407655921,1,15.954554087224045
1302,21,Germany,815,7,5,59.44812883706619,1,20.576033268426823
1303,404,Germany,165,4,2,53.87656876876479,0,1.0
1304,170,Germany,588,3,3,15.253321151635525,1,5.611123859989165
1305,378,US,404,6,8,22.40508459409216,1,11.15802207675515
1306,441,US,426,4,4,44.93922293840787,1,1.0
1307,145,France,352,3,4,43.484165991740795,1,1.0
1308,101,Spain,94,2,10,58.753262546928454,1,11.827339294109473
1309,473,US,185,3,4,57.61959015520396,0,4.839794678169078
1310,244,India,169,8,9,61.327339591005696,0,2.7418414219129796
1311,469,Germany,852,1,2,63.436448461567835,1,2.6262740451223157
1312,183,China,972,4,5,41.64176612492383,1,1.0
1313,100,UK,586,2,5,72.31146055127573,1,7.226937653014358
1314,196,UK,7,8,7,41.88044033410968,1,30.0
1315,111,India,587,3,6,76.5321436378137,0,2.440406059485942
1316,226,Spain,581,7,5,47.35895129096695,1,6.17362787325761
1317,267,France,518,3,3,43.870499153163735,1,1.2328525279594613
1318,482,France,617,5,8,48.97571395240612,1,1.0
1319,97,US,42,3,1,69.0731314494712,1,5.939464175596242
1320,238,France,731,7,1,69.97540848314587,0,6.605855980760648
1321,403,China,876,5,7,40.2828200077635,1,10.716892324935865
1322,368,France,217,0,2,75.64834764633962,0,9.859115069211006
1323,11,India,804,6,1,46.30064389517145,0,16.982205649553432
1324,481,Germany,324,4,10,21.90082480394727,1,3.6984037139413104
1325,25,China,299,4,3,52.23920333268277,1,3.808659040115426
1326,97,China,176,3,9,63.22019324417796,1,1.7248163073620835
1327,351,UK,644,1,5,23.185354535896014,1,1.0
1328,301,US,381,8,7,31.882363477435813,1,1.9692853198380516
1329,262,France,549,7,3,42.14910596392988,1,3.388980714246663
1330,89,France,837,5,6,33.5617215775537,0,5.1716480235648365
1331,344,UK,72,6,2,51.50315151935364,1,9.147317314403235
1332,493,Spain,334,4,6,69.26689423328466,0,4.908744631213945
1333,38,India,598,8,1,67.83774737372389,1,8.127730563491694
1334,51,US,984,4,10,31.978493947773867,0,8.48498428136826
1335,16,China,697,7,6,15.554921853132043,1,1.0
1336,407,France,971,5,6,63.95107816156033,0,2.9287398734401866
1337,218,US,907,7,2,61.48933128949341,1,1.0
1338,259,India,804,4,9,60.62237320440902,1,1.7584423440796781
1339,346,China,246,5,6,28.218561478419435,0,3.162069246453318
1340,430,China,255,3,2,66.69058044898824,1,3.5360895079281716
1341,122,India,969,3,5,53.434788519578596,1,9.415449026351647
1342,413,China,815,3,8,39.33379087791467,0,3.2339695451597836
1343,258,US,52,4,7,57.32039530870648,0,8.17542858539233
1344,133,Spain,807,6,1,72.50157853599485,0,6.3383871246220425
1345,377,India,64,2,4,73.57233165074187,0,13.828081687627968
1346,455,France,69,5,2,61.9000987391433,1,1.5455322730554735
1347,271,China,335,7,9,45.457479747389726,0,1.0
1348,334,US,373,8,10,48.47424828586672,1,1.0
1349,419,France,343,1,10,60.49351213855264,1,9.388060497715442
1350,180,China,274,6,10,49.7020506520795,1,17.536346352619134
1351,359,India,377,3,4,38.61940087253446,1,1.8201190807860703
1352,374,China,117,9,1,61.60113874389257,1,9.613951336798113
1353,263,China,694,6,2,44.78160499048877,1,15.468524479205318
1354,179,France,777,6,5,50.56646713722124,1,30.0
1355,358,Germany,662,6,10,39.741596538974065,0,10.403497813612603
1356,249,Spain,41,5,2,39.30665574916128,1,11.51043120785511
1357,435,US,913,4,7,57.5444527490203,0,10.16338124549933
1358,413,China,912,5,3,78.63254310450799,0,20.85468147347429
1359,183,US,890,4,5,32.893124228944245,1,22.85463807562358
1360,113,France,341,4,1,24.66791039017512,1,1.0365537327159038
1361,395,US,811,8,1,22.365327606453302,0,4.024088310814148
1362,451,Germany,946,7,3,49.415511652855685,1,12.14618576238722
1363,205,India,695,4,6,67.9228452466682,1,1.384214481209264
1364,378,Germany,801,6,2,86.23660822288409,1,1.0
1365,311,UK,85,6,1,36.40503849426194,1,1.0
1366,88,India,586,2,10,59.46514174554469,1,8.533023195905264
1367,252,US,689,4,10,64.8465814945247,1,18.837313587657626
1368,324,India,79,3,10,61.280255432074036,1,2.6735849866967936
1369,117,US,368,5,9,43.30144652480094,1,3.2132269901949155
1370,371,India,664,2,9,24.73251853907581,0,1.6867063897560957
1371,470,China,799,4,10,21.348214789856314,1,9.888544212609713
1372,185,Spain,36,6,4,14.867071065341833,1,7.811324010093408
1373,349,China,20,10,1,43.09036123818691,1,6.910897708467603
1374,102,France,180,2,10,41.1719059937427,1,2.2015607404219684
1375,395,Spain,575,4,3,34.19705276398217,0,2.5324967333768575
1376,206,Germany,637,10,3,60.071705587095636,1,13.662077990580652
1377,82,China,180,3,9,19.078566929014602,1,22.34258158172752
1378,473,US,954,2,4,26.156317674824052,1,3.2994901786004824
1379,236,China,611,3,7,35.49778859754254,0,14.562315930735853
1380,3,US,6,5,4,21.723794882952397,0,21.298597898637446
1381,165,Spain,299,5,10,65.24519152757553,1,11.001816175708848
1382,391,China,339,4,5,42.884479083894504,0,14.73846143207062
1383,285,Spain,972,6,3,63.91840570186409,0,4.500221425538468
1384,78,China,756,6,9,40.888933978116945,1,19.081437401797274
1385,267,UK,287,5,1,62.22241493388978,1,1.0
1386,457,China,258,8,1,47.9282511457193,1,8.248311824660064
1387,11,UK,792,4,3,65.87597865915471,1,7.069542594513747
1388,272,India,555,5,9,26.32450600004062,1,3.4130538602561447
1389,60,China,702,9,4,61.765445335975755,1,1.0
1390,123,UK,577,2,10,55.13184998703061,1,8.059919910802918
1391,103,Spain,157,6,10,37.77290920922751,1,11.85516694246752
1392,191,France,798,5,4,62.45648607043111,0,12.063193299767697
1393,187,China,410,4,6,41.161287903723874,0,6.8907998267276716
1394,129,Spain,389,2,6,51.49441900789018,1,2.9910973429725063
1395,402,China,738,6,2,47.01243976764465,1,15.58620430741299
1396,181,Germany,440,3,2,12.358766331728468,1,5.795293396852572
1397,284,US,969,3,2,26.13500581223288,1,1.0
1398,448,France,392,6,10,53.530077493731085,1,8.84223187133588
1399,341,US,376,5,10,59.02740314983121,1,9.900689142665767
1400,216,France,618,9,6,37.14657822860087,1,4.78087130024552
1401,73,France,313,6,8,53.8358270498515,1,21.48513902163978
1402,392,Germany,717,4,1,60.02374851657925,1,18.95598631894342
1403,466,China,382,6,6,47.18112625236066,1,1.0
1404,395,India,874,2,5,50.11164306108121,1,6.717943778856797
1405,476,Germany,863,4,4,57.19705717115264,1,12.933474621241423
1406,373,Germany,432,7,7,23.966270741754894,1,1.0
1407,435,US,343,3,1,78.50538824726065,0,1.0
1408,337,Germany,505,4,9,73.01959539938788,1,3.061276671583161
1409,439,France,424,8,7,39.57893626151482,1,2.6343740573287784
1410,15,US,141,6,3,40.90943108993664,1,2.2766283504119182
1411,131,France,66,2,9,68.63649999658492,1,7.009456230796612
1412,106,UK,214,9,6,43.5379180414767,1,18.47237102559498
1413,472,China,684,8,3,59.13962705735772,0,2.7040178536484922
1414,213,China,181,3,10,26.004133962262962,1,8.963606445577614
1415,284,US,761,4,10,27.424413270765992,1,2.4938288651004736
1416,314,France,657,3,7,44.93416642834739,1,22.657874313977736
1417,213,France,837,3,2,31.97147474044814,1,1.0
1418,78,India,573,8,5,67.154373529608,1,5.168711496116114
1419,367,US,975,3,9,63.6718446145612,1,7.1983424833145815
1420,321,UK,697,6,6,51.88954593618442,1,1.0
1421,332,India,174,6,2,57.147991668835274,1,9.411745912579564
1422,267,US,88,3,10,54.907240866759025,1,3.4202659171495258
1423,281,Germany,531,5,7,73.5329903557999,1,13.060223569220398
1424,359,Germany,900,4,5,48.748920246462646,1,1.3232225889415732
1425,267,Germany,871,5,5,59.064988018276225,1,11.103916922334419
1426,346,Spain,0,2,7,50.537131780128995,1,4.193563962625796
1427,237,India,448,6,6,18.9555854986731,0,1.8009350050606225
1428,418,UK,743,6,3,66.59471070312873,1,11.258148519121775
1429,385,US,235,6,5,61.139341772518264,1,25.18980915478085
1430,144,Spain,970,7,2,31.476767817737507,1,6.07387510904044
1431,257,UK,120,5,4,45.716798781182796,1,7.25232265114422
1432,16,China,605,3,6,47.783458335536,1,12.21902712352265
1433,33,France,344,3,8,82.42121334545591,1,3.2039955851879163
1434,33,US,137,2,7,39.0097250802649,1,5.626629783990755
1435,172,Germany,139,5,6,58.67675378646695,1,2.4629138104522434
1436,486,UK,724,4,10,48.18101365198432,1,1.0
1437,296,France,444,1,8,39.70939002040821,0,7.422160864474861
1438,328,UK,577,5,8,53.46806703955201,1,3.3910316931592552
1439,205,France,779,1,4,61.51586581472309,0,13.963292389364025
1440,106,UK,517,3,3,71.94644629934336,1,3.705110856607032
1441,83,Germany,986,3,9,27.7525072113537,1,1.0
1442,242,India,653,11,5,55.76443363267529,1,1.6926782764654305
1443,416,Spain,515,6,7,54.9960800656247,1,2.5110830442500216
1444,407,India,224,6,6,27.628430583149093,1,8.716070732917686
1445,324,France,608,4,10,40.65901810138042,0,6.06864591786364
1446,415,US,260,5,9,39.90834264184256,1,26.292044851753364
1447,150,US,492,1,3,56.918697007179205,1,2.091195353703538
1448,64,UK,356,9,6,80.54846200751166,1,1.0
1449,229,Spain,420,6,8,37.99619124466862,0,9.206309611691212
1450,287,France,449,15,4,32.527560365576306,1,9.61698448830581
1451,79,Spain,929,4,9,51.9343444037362,1,4.890542970859992
1452,83,UK,347,7,10,56.39055169598485,0,8.248975286809122
1453,271,France,824,8,9,23.313185751796652,1,4.137205159530258
1454,307,US,630,12,1,55.47422414079821,1,4.014493049341466
1455,396,US,875,5,3,38.330155573990474,1,5.974565592517676
1456,173,India,375,2,9,13.399389594521566,0,21.389225779078092
1457,10,France,43,4,10,49.3462211526962,1,10.093995343199133
1458,105,France,474,4,8,44.74991123894574,1,1.8703268775016482
1459,336,France,21,10,9,67.02072421202493,1,8.309870243307643
1460,70,US,808,3,4,55.037804345797,1,5.681717182312964
1461,21,France,534,4,4,21.805473181885027,1,8.221325021505042
1462,222,India,355,5,2,40.751172593162565,1,5.8712881455168695
1463,195,France,206,3,3,44.97771367602285,1,2.9557194344035165
1464,336,Spain,203,10,7,41.6900327917946,0,7.898362228241861
1465,320,UK,852,8,5,39.780764207310284,1,10.73789646588496
1466,129,Spain,183,5,3,41.840816310709165,1,8.400694725179584
1467,306,UK,15,5,7,20.426634428367272,1,11.157294228910152
1468,352,India,194,4,4,55.197429801785944,1,11.792470739969906
1469,363,India,82,9,7,63.19365618370016,1,1.0
1470,466,India,841,4,6,52.268757480011274,0,20.62810323224067
1471,338,UK,222,3,5,50.16989082223649,1,5.884997856652631
1472,185,China,215,3,10,39.18454562276104,0,2.5998467524505644
1473,406,UK,310,6,10,57.43243786493708,1,2.6452146600006294
1474,271,US,945,4,8,80.55741417989039,1,6.971877389890609
1475,399,US,440,6,7,29.00103795281169,0,4.642852316108271
1476,28,India,281,2,9,80.4196260304408,1,5.0390539162658525
1477,327,India,391,4,3,66.10800983066261,1,2.4005782432925025
1478,283,France,758,4,7,60.687616522083964,1,1.0
1479,216,Spain,138,1,10,23.709117209952062,1,1.0
1480,313,Spain,87,3,2,78.64804217482589,1,11.447015018592875
1481,314,France,934,5,7,43.653901023695354,1,4.810570055890661
1482,216,Spain,68,6,3,30.460031807277968,1,7.2117272985699605
1483,460,France,52,3,7,56.00580883504404,1,2.9920996680428527
1484,269,Germany,784,5,3,53.25879135241201,0,6.244740301304748
1485,402,Spain,973,5,5,94.42916969118161,0,4.4120019188436075
1486,78,US,510,8,3,37.984607688091,1,6.074181356070024
1487,462,Germany,800,6,4,71.34940557817396,0,2.141786563308855
1488,276,France,199,5,4,85.10489455156812,1,1.0
1489,71,US,366,6,4,70.68573718887842,1,1.0
1490,183,Spain,865,3,8,52.85980988153232,0,12.892772095833859
1491,300,UK,799,8,8,73.77974819693793,1,9.405793828184716
1492,235,France,354,10,5,52.970723185728495,0,5.266878261308532
1493,245,Spain,924,5,4,57.55750552658386,0,3.573672323178699
1494,91,Spain,877,4,5,68.80201233621517,1,1.0
1495,44,India,766,7,8,67.55754049015306,1,2.304461292974037
1496,271,France,698,4,5,35.1261203004236,1,1.0
1497,87,France,429,5,1,61.68624024467687,1,10.315678043191529
1498,459,France,848,1,9,58.904659776722994,1,7.877812710055684
1499,77,Spain,903,5,1,38.69422577692086,1,4.014219842614682
1500,413,Germany,438,6,4,40.42504155225167,0,10.935613954979573
1501,95,China,474,3,1,66.3366716184006,1,4.809463571060469
1502,110,UK,755,4,7,41.83017515944265,1,2.908879250501652
1503,210,Spain,25,6,6,46.95859227227694,0,6.017118506265288
1504,132,France,87,4,1,32.965236127035794,1,5.381065182514846
1505,28,Germany,518,5,10,63.34832129545975,1,1.546927304312685
1506,193,UK,542,4,1,32.2942053138473,0,2.1555658168505483
1507,49,Germany,139,1,3,51.14088813434367,1,16.268437228804757
1508,433,France,113,9,2,55.91061707750576,1,17.35267796019768
1509,343,UK,23,5,9,62.198118406801164,1,11.178091064006786
1510,57,Germany,468,4,8,31.661090011044536,1,1.0
1511,208,Germany,71,7,7,46.1904345040374,1,12.73858910228882
1512,41,India,320,8,3,63.875974533775995,1,1.0
1513,474,China,238,6,9,43.231094780796845,1,3.9144426477141305
1514,240,Germany,635,11,8,49.645082532341114,1,26.012774873205185
1515,194,China,462,3,10,53.629949664214465,1,7.299522676317357
1516,431,China,330,3,1,58.024935754947464,1,1.0
1517,273,India,774,0,6,46.610114088851326,1,1.1174451445644071
1518,20,China,339,5,4,38.229993809631694,1,1.0
1519,166,India,579,5,1,56.35850964362036,1,4.148409623848284
1520,320,UK,220,6,1,49.90025313578894,1,5.211045584494613
1521,134,France,479,7,5,63.14253384444969,1,1.122585084203221
1522,236,UK,387,8,6,34.042815649376244,1,2.930315293613621
1523,150,Germany,677,4,10,11.419866612079808,1,1.9004956913750333
1524,79,India,101,5,2,41.99677042035052,0,14.956761603723622
1525,74,Germany,583,6,9,34.85682832700469,1,19.009248259232454
1526,162,France,200,2,1,24.165048118427706,1,7.738413686019248
1527,168,US,241,3,3,40.197017016118416,1,3.217784447971362
1528,166,France,300,9,2,67.48310275716047,1,1.4661131205132027
1529,149,UK,880,6,6,67.74824549605236,0,1.0409694576048423
1530,290,Germany,260,4,5,46.596418106118506,1,4.328404776404402
1531,373,Spain,709,3,1,75.79071363178714,0,4.40276772529015
1532,160,Germany,907,4,1,47.92912618822794,1,3.5301139525447516
1533,426,India,659,4,1,72.72671750297793,0,8.055245099169092
1534,383,US,800,2,1,53.416750082863935,0,1.0
1535,300,US,464,5,9,51.438880806794934,1,3.009105780284464
1536,99,France,553,1,6,42.24364773746888,1,9.092972160335108
1537,297,Spain,752,0,2,34.53638403223674,0,6.918541994383426
1538,249,China,301,0,1,42.8960463301095,1,12.476900588478985
1539,359,UK,710,2,3,49.27244622628242,0,8.342478692240563
1540,411,France,470,8,3,33.06970044153675,1,12.504994507888878
1541,251,Germany,354,3,6,39.03848764642378,0,1.0
1542,304,Spain,321,4,6,41.80515380546392,0,7.818662953271616
1543,383,Germany,762,7,1,49.385618278296825,1,18.01519082438552
1544,138,India,30,4,5,81.46358115928824,1,15.476200584813066
1545,324,India,815,6,1,55.15242086089357,1,4.5963965498811
1546,273,Spain,636,1,8,64.91145880269016,0,5.494185786664853
1547,259,Spain,117,5,3,55.68374397943158,0,5.614900687590099
1548,101,Spain,353,1,1,65.81348914732796,0,16.71064474674458
1549,94,UK,193,3,9,22.258372840710045,1,10.034811353853975
1550,471,China,417,7,5,42.534086355495546,0,14.886246466980607
1551,285,Spain,234,5,7,61.054952538810085,1,4.360380164059969
1552,102,France,65,4,7,57.90284662649552,1,1.1692937321949404
1553,123,US,509,4,3,52.79771072688761,0,8.680489656536945
1554,158,Spain,942,9,4,62.69997146239963,1,1.362041586031687
1555,203,China,530,5,3,40.52552111427118,1,1.6461031648377027
1556,450,UK,185,6,7,51.705424145020864,0,4.420619985144688
1557,477,Germany,717,4,2,40.5022449807862,1,4.912429291881209
1558,316,Spain,23,4,7,55.10304357306005,0,12.08853084494807
1559,135,US,63,4,6,58.302741058370465,1,11.446674029882871
1560,179,UK,528,5,9,45.66575479233234,1,17.239822754573353
1561,244,UK,7,7,5,39.041262049796195,1,6.930139693487422
1562,73,Germany,354,9,10,56.28569339512749,1,1.0
1563,471,Spain,362,6,9,34.22657413782294,0,1.0
1564,448,China,802,0,4,42.79835178956482,0,8.004201404860067
1565,496,France,674,4,4,50.391954826708975,0,1.0
1566,401,Spain,772,2,1,73.94096839644254,1,10.772423382986538
1567,168,UK,604,7,7,52.41532883892952,0,12.996203072873184
1568,243,India,701,4,6,76.70697178540784,1,1.0
1569,21,Spain,552,5,10,45.42874417531913,1,1.4334733154928905
1570,94,France,367,5,3,37.716865970104166,1,1.0
1571,410,India,80,6,7,44.56716453441161,1,26.13099560501794
1572,143,France,122,7,6,55.712894505931715,1,2.923919197877154
1573,240,UK,20,5,6,54.23484159364767,1,1.0
1574,273,US,585,5,1,73.50007534516972,1,10.330265371069832
1575,266,China,827,2,5,55.60118454648977,0,11.22158477399137
1576,145,UK,549,7,3,36.74386430517581,1,1.0
1577,131,China,291,6,8,39.01652825780514,1,7.743801492829197
1578,487,France,253,5,1,52.97988793640956,0,1.0
1579,73,France,862,2,1,49.82167911118711,0,7.533380177629731
1580,285,India,505,4,5,39.27215333047799,0,6.759147251995447
1581,195,Spain,293,5,1,51.16843882464723,1,1.0
1582,455,China,508,7,1,62.965478100602795,1,6.778974403217117
1583,464,China,690,6,1,60.4437049409798,0,4.70435820606971
1584,226,Germany,37,5,5,41.86605364159665,0,3.7673046798264274
1585,132,France,913,4,10,35.882159886582635,1,1.0
1586,445,US,623,5,6,37.48354171881799,1,3.887566783768402
1587,346,China,690,6,2,67.28314567982616,1,1.0
1588,100,UK,742,3,5,70.08374472717391,0,1.681606400934647
1589,134,France,176,4,6,50.26697826618643,1,5.977637454921434
1590,32,Spain,441,3,3,57.82115294950247,1,1.03438948484653
1591,81,Spain,565,8,8,59.9410953985547,1,1.8699505437151065
1592,119,Germany,291,7,6,48.65669365623936,1,11.086157028585191
1593,374,UK,561,4,1,54.80776066306362,1,11.28181593058344
1594,245,India,270,6,9,66.62933829966971,1,1.0
1595,293,France,40,2,3,8.73138537118939,1,13.883444392155024
1596,119,Germany,133,3,1,61.76393639015917,1,15.203219940451872
1597,283,US,934,3,8,53.45279156138382,0,1.5761263256893285
1598,51,France,92,3,7,57.30310876408219,0,2.1806568055355573
1599,78,Germany,90,2,8,52.87102207000051,0,1.0
1600,443,China,65,5,7,72.24520342559335,0,2.0147504560036715
1601,86,China,955,3,10,50.23454483575093,1,4.2460257287901095
1602,95,China,742,4,3,59.712784310294545,1,1.5305879992493931
1603,8,US,629,3,10,77.46262655325509,1,1.0
1604,312,Spain,345,5,10,57.037561620904015,1,3.9682254842439253
1605,285,UK,724,12,7,54.72256351057092,1,1.9731090024156275
1606,156,UK,778,5,5,60.562638991852936,0,5.1861205692420205
1607,479,US,581,5,10,9.884278892857637,1,1.0
1608,418,France,62,5,3,27.094036505915383,1,5.19619805158681
1609,186,UK,102,6,10,53.68261673751934,0,7.119704532367474
1610,383,UK,824,4,6,41.03509772163835,1,1.0
1611,382,India,65,7,6,64.3967172637115,1,12.522646401279294
